Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,2,2,905,905,1124,1155,WN,2612,N362,199,230,188,-31,0,BWI,AUS,1342,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1931,1905,2032,2010,WN,932,N374SW,61,65,50,22,26,BWI,BDL,283,3,8,0,,0,9,0,0,0,13
2007,1,2,2,2205,2135,2307,2240,WN,1211,N339,62,65,48,27,30,BWI,BDL,283,3,11,0,,0,0,0,0,0,27
2007,1,2,2,1752,1750,1854,1855,WN,1282,N678,62,65,49,-1,2,BWI,BDL,283,4,9,0,,0,0,0,0,0,0
2007,1,2,2,704,705,801,810,WN,1319,N213,57,65,47,-9,-1,BWI,BDL,283,3,7,0,,0,0,0,0,0,0
2007,1,2,2,914,910,1016,1015,WN,1332,N224,62,65,49,1,4,BWI,BDL,283,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1112,1115,1213,1220,WN,1765,N435,61,65,50,-7,-3,BWI,BDL,283,3,8,0,,0,0,0,0,0,0
2007,1,2,2,2034,2010,2134,2115,WN,1812,N428,60,65,47,19,24,BWI,BDL,283,4,9,0,,0,0,0,0,0,19
2007,1,2,2,1527,1500,1631,1605,WN,2034,N208,64,65,48,26,27,BWI,BDL,283,4,12,0,,0,0,0,0,0,26
2007,1,2,2,1420,1415,1518,1520,WN,2127,N375,58,65,45,-2,5,BWI,BDL,283,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1015,1000,1113,1105,WN,211,N638SW,118,125,101,8,15,BWI,BHM,682,2,15,0,,0,0,0,0,0,0
2007,1,2,2,1952,1945,2049,2050,WN,1286,N431,117,125,101,-1,7,BWI,BHM,682,2,14,0,,0,0,0,0,0,0
2007,1,2,2,1625,1555,1722,1705,WN,1758,N303SW,117,130,107,17,30,BWI,BHM,682,3,7,0,,0,17,0,0,0,0
2007,1,2,2,759,800,848,900,WN,140,N732,109,120,95,-12,-1,BWI,BNA,588,5,9,0,,0,0,0,0,0,0
2007,1,2,2,1658,1655,1743,1755,WN,367,N210,105,120,93,-12,3,BWI,BNA,588,6,6,0,,0,0,0,0,0,0
2007,1,2,2,728,730,817,825,WN,436,N286,109,115,93,-8,-2,BWI,BNA,588,6,10,0,,0,0,0,0,0,0
2007,1,2,2,1952,1945,2046,2045,WN,805,N731,114,120,93,1,7,BWI,BNA,588,5,16,0,,0,0,0,0,0,0
2007,1,2,2,1232,1220,1317,1315,WN,1047,N224,105,115,91,2,12,BWI,BNA,588,5,9,0,,0,0,0,0,0,0
2007,1,2,2,1448,1440,1535,1540,WN,2051,N255,107,120,92,-5,8,BWI,BNA,588,5,10,0,,0,0,0,0,0,0
2007,1,2,2,1122,1030,1211,1125,WN,2571,N742,109,115,96,46,52,BWI,BNA,588,5,8,0,,0,5,0,0,0,41
2007,1,2,2,652,650,744,750,WN,2714,N344,112,120,99,-6,2,BWI,BNA,588,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1225,1225,1325,1330,WN,292,N483,60,65,50,-5,0,BWI,BUF,281,2,8,0,,0,0,0,0,0,0
2007,1,2,2,704,700,812,805,WN,1061,N638SW,68,65,50,7,4,BWI,BUF,281,2,16,0,,0,0,0,0,0,0
2007,1,2,2,2135,2135,2240,2240,WN,1575,N306SW,65,65,51,0,0,BWI,BUF,281,3,11,0,,0,0,0,0,0,0
2007,1,2,2,1630,1625,1731,1740,WN,1594,N372,61,75,51,-9,5,BWI,BUF,281,2,8,0,,0,0,0,0,0,0
2007,1,2,2,1400,1340,1501,1445,WN,1804,N359,61,65,49,16,20,BWI,BUF,281,2,10,0,,0,5,0,0,0,11
2007,1,2,2,1843,1825,1946,1930,WN,2847,N703SW,63,65,50,16,18,BWI,BUF,281,2,11,0,,0,3,0,0,0,13
2007,1,2,2,915,915,1019,1020,WN,2886,N418,64,65,51,-1,0,BWI,BUF,281,2,11,0,,0,0,0,0,0,0
2007,1,2,2,704,710,825,825,WN,259,N740,81,75,62,0,-6,BWI,CLE,314,7,12,0,,0,0,0,0,0,0
2007,1,2,2,1327,1330,1436,1445,WN,566,N410,69,75,55,-9,-3,BWI,CLE,314,6,8,0,,0,0,0,0,0,0
2007,1,2,2,2030,2030,2138,2140,WN,1147,N452,68,70,54,-2,0,BWI,CLE,314,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1659,1645,1807,1755,WN,1873,N225,68,70,56,12,14,BWI,CLE,314,5,7,0,,0,0,0,0,0,0
2007,1,2,2,1007,1005,1120,1115,WN,2157,N664WN,73,70,54,5,2,BWI,CLE,314,4,15,0,,0,0,0,0,0,0
2007,1,2,2,1758,1740,1916,1900,WN,1023,N367,78,80,58,16,18,BWI,CMH,336,3,17,0,,0,7,0,0,0,9
2007,1,2,2,749,725,903,845,WN,1048,N684,74,80,62,18,24,BWI,CMH,336,4,8,0,,0,18,0,0,0,0
2007,1,2,2,2202,2140,2312,2255,WN,1420,N775,70,75,57,17,22,BWI,CMH,336,4,9,0,,0,1,0,0,0,16
2007,1,2,2,1437,1420,1548,1535,WN,1629,N655WN,71,75,58,13,17,BWI,CMH,336,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1115,1105,1229,1220,WN,2238,N625SW,74,75,58,9,10,BWI,CMH,336,3,13,0,,0,0,0,0,0,0
2007,1,2,2,1747,1725,1944,1925,WN,2130,N437,237,240,216,19,22,BWI,DEN,1491,8,13,0,,0,16,0,0,0,3
2007,1,2,2,1319,1320,1512,1520,WN,2369,N434,233,240,216,-8,-1,BWI,DEN,1491,6,11,0,,0,0,0,0,0,0
2007,1,2,2,1241,1240,1416,1415,WN,340,N200WN,95,95,76,1,1,BWI,DTW,408,7,12,0,,0,0,0,0,0,0
2007,1,2,2,2052,2040,2216,2215,WN,406,N787,84,95,69,1,12,BWI,DTW,408,7,8,0,,0,0,0,0,0,0
2007,1,2,2,1650,1650,1823,1825,WN,662,N767,93,95,78,-2,0,BWI,DTW,408,6,9,0,,0,0,0,0,0,0
2007,1,2,2,842,845,1003,1020,WN,947,N709SW,81,95,68,-17,-3,BWI,DTW,408,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1634,1535,1908,1815,WN,141,N676SW,154,160,139,53,59,BWI,FLL,925,5,10,0,,0,2,0,0,0,51
2007,1,2,2,1939,1940,2202,2215,WN,263,N372,143,155,133,-13,-1,BWI,FLL,925,3,7,0,,0,0,0,0,0,0
2007,1,2,2,841,840,1113,1125,WN,2118,N366,152,165,135,-12,1,BWI,FLL,925,3,14,0,,0,0,0,0,0,0
2007,1,2,2,658,700,928,935,WN,2555,N254,150,155,134,-7,-2,BWI,FLL,925,2,14,0,,0,0,0,0,0,0
2007,1,2,2,1220,1215,1453,1455,WN,2796,N639SW,153,160,142,-2,5,BWI,FLL,925,4,7,0,,0,0,0,0,0,0
2007,1,2,2,2043,2045,2257,2315,WN,279,N606SW,194,210,182,-18,-2,BWI,HOU,1246,4,8,0,,0,0,0,0,0,0
2007,1,2,2,823,815,1037,1055,WN,391,N631SW,194,220,179,-18,8,BWI,HOU,1246,4,11,0,,0,0,0,0,0,0
2007,1,2,2,1749,1750,2015,2030,WN,588,N513,206,220,187,-15,-1,BWI,HOU,1246,10,9,0,,0,0,0,0,0,0
2007,1,2,2,1232,1225,1446,1500,WN,1965,N363,194,215,184,-14,7,BWI,HOU,1246,2,8,0,,0,0,0,0,0,0
2007,1,2,2,1608,1605,1748,1755,WN,542,N734SW,100,110,84,-7,3,BWI,IND,515,7,9,0,,0,0,0,0,0,0
2007,1,2,2,1141,1140,1325,1325,WN,860,N323,104,105,87,0,1,BWI,IND,515,7,10,0,,0,0,0,0,0,0
2007,1,2,2,932,930,1116,1120,WN,1208,N772,104,110,84,-4,2,BWI,IND,515,9,11,0,,0,0,0,0,0,0
2007,1,2,2,1053,1055,1147,1150,WN,176,N720,54,55,43,-3,-2,BWI,ISP,220,4,7,0,,0,0,0,0,0,0
2007,1,2,2,921,925,1019,1025,WN,426,N757,58,60,44,-6,-4,BWI,ISP,220,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1910,1830,2006,1930,WN,914,N448,56,60,41,36,40,BWI,ISP,220,4,11,0,,0,5,0,0,0,31
2007,1,2,2,2155,2155,2250,2255,WN,998,N430,55,60,41,-5,0,BWI,ISP,220,3,11,0,,0,0,0,0,0,0
2007,1,2,2,1233,1235,1330,1330,WN,1418,N709SW,57,55,45,0,-2,BWI,ISP,220,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1513,1515,1611,1610,WN,1593,N461,58,55,45,1,-2,BWI,ISP,220,4,9,0,,0,0,0,0,0,0
2007,1,2,2,2001,2000,2059,2100,WN,1972,N796,58,60,39,-1,1,BWI,ISP,220,3,16,0,,0,0,0,0,0,0
2007,1,2,2,726,730,823,825,WN,2006,N212,57,55,43,-2,-4,BWI,ISP,220,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1659,1645,1758,1745,WN,2539,N431,59,60,46,13,14,BWI,ISP,220,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1002,945,1120,1130,WN,773,N610SW,138,165,128,-10,17,BWI,JAN,888,2,8,0,,0,0,0,0,0,0
2007,1,2,2,1720,1720,1853,1900,WN,1603,N375,153,160,129,-7,0,BWI,JAN,888,12,12,0,,0,0,0,0,0,0
2007,1,2,2,1032,1030,1230,1235,WN,249,N716SW,118,125,104,-5,2,BWI,JAX,663,6,8,0,,0,0,0,0,0,0
2007,1,2,2,1850,1855,2045,2100,WN,1854,N323,115,125,101,-15,-5,BWI,JAX,663,5,9,0,,0,0,0,0,0,0
2007,1,2,2,720,720,920,920,WN,2377,N656SW,120,120,101,0,0,BWI,JAX,663,4,15,0,,0,0,0,0,0,0
2007,1,2,2,1112,1100,1307,1330,WN,985,N761,295,330,279,-23,12,BWI,LAS,2106,4,12,0,,0,0,0,0,0,0
2007,1,2,2,700,700,906,930,WN,1039,N768,306,330,286,-24,0,BWI,LAS,2106,11,9,0,,0,0,0,0,0,0
2007,1,2,2,1909,1850,2053,2115,WN,2201,N447,284,325,274,-22,19,BWI,LAS,2106,3,7,0,,0,0,0,0,0,0
2007,1,2,2,912,900,1134,1200,WN,162,N493,322,360,301,-26,12,BWI,LAX,2329,7,14,0,,0,0,0,0,0,0
2007,1,2,2,1824,1810,2040,2110,WN,486,N208,316,360,294,-30,14,BWI,LAX,2329,9,13,0,,0,0,0,0,0,0
2007,1,2,2,1357,1355,1528,1535,WN,631,N490,151,160,135,-7,2,BWI,LIT,912,4,12,0,,0,0,0,0,0,0
2007,1,2,2,1935,1935,2110,2130,WN,507,N238,155,175,140,-20,0,BWI,MCI,967,5,10,0,,0,0,0,0,0,0
2007,1,2,2,1341,1330,1524,1525,WN,585,N687SW,163,175,150,-1,11,BWI,MCI,967,5,8,0,,0,0,0,0,0,0
2007,1,2,2,701,700,836,855,WN,2470,N231,155,175,144,-19,1,BWI,MCI,967,4,7,0,,0,0,0,0,0,0
2007,1,2,2,930,925,1146,1150,WN,280,N303SW,136,145,122,-4,5,BWI,MCO,787,5,9,0,,0,0,0,0,0,0
2007,1,2,2,1240,1245,1456,1500,WN,444,N258,136,135,119,-4,-5,BWI,MCO,787,6,11,0,,0,0,0,0,0,0
2007,1,2,2,751,750,1011,1015,WN,527,N492,140,145,120,-4,1,BWI,MCO,787,11,9,0,,0,0,0,0,0,0
2007,1,2,2,1019,1020,1246,1245,WN,1021,N389SW,147,145,125,1,-1,BWI,MCO,787,6,16,0,,0,0,0,0,0,0
2007,1,2,2,1820,1755,2045,2015,WN,1120,N467,145,140,118,30,25,BWI,MCO,787,6,21,0,,0,0,0,5,0,25
2007,1,2,2,1645,1640,1853,1905,WN,1161,N359,128,145,116,-12,5,BWI,MCO,787,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1424,1425,1644,1645,WN,1492,N621SW,140,140,123,-1,-1,BWI,MCO,787,5,12,0,,0,0,0,0,0,0
2007,1,2,2,644,645,856,905,WN,1865,N717SA,132,140,115,-9,-1,BWI,MCO,787,5,12,0,,0,0,0,0,0,0
2007,1,2,2,2135,2140,2344,2355,WN,2290,N639SW,129,135,118,-11,-5,BWI,MCO,787,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1014,1015,1115,1120,WN,405,N312,121,125,106,-5,-1,BWI,MDW,611,5,10,0,,0,0,0,0,0,0
2007,1,2,2,739,735,829,840,WN,484,N777,110,125,97,-11,4,BWI,MDW,611,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1950,1925,2059,2025,WN,577,N342,129,120,101,34,25,BWI,MDW,611,17,11,0,,0,13,0,9,0,12
2007,1,2,2,2127,2125,2227,2225,WN,591,N728SW,120,120,101,2,2,BWI,MDW,611,7,12,0,,0,0,0,0,0,0
2007,1,2,2,1821,1810,1918,1915,WN,738,N248,117,125,101,3,11,BWI,MDW,611,6,10,0,,0,0,0,0,0,0
2007,1,2,2,1243,1240,1341,1340,WN,1830,N773,118,120,100,1,3,BWI,MDW,611,4,14,0,,0,0,0,0,0,0
2007,1,2,2,647,645,746,755,WN,2011,N637SW,119,130,106,-9,2,BWI,MDW,611,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1556,1530,1652,1635,WN,2294,N227,116,125,103,17,26,BWI,MDW,611,3,10,0,,0,11,0,0,0,6
2007,1,2,2,850,850,1000,1005,WN,174,N363,70,75,57,-5,0,BWI,MHT,377,4,9,0,,0,0,0,0,0,0
2007,1,2,2,2058,2045,2209,2200,WN,223,N493,71,75,60,9,13,BWI,MHT,377,4,7,0,,0,0,0,0,0,0
2007,1,2,2,717,720,833,835,WN,382,N761,76,75,59,-2,-3,BWI,MHT,377,2,15,0,,0,0,0,0,0,0
2007,1,2,2,1822,1820,1935,1940,WN,396,N465,73,80,57,-5,2,BWI,MHT,377,3,13,0,,0,0,0,0,0,0
2007,1,2,2,1715,1705,1826,1820,WN,992,N459,71,75,59,6,10,BWI,MHT,377,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1509,1435,1620,1550,WN,1359,N344,71,75,59,30,34,BWI,MHT,377,3,9,0,,0,30,0,0,0,0
2007,1,2,2,1939,1940,2055,2100,WN,1929,N732,76,80,62,-5,-1,BWI,MHT,377,5,9,0,,0,0,0,0,0,0
2007,1,2,2,1213,1215,1324,1330,WN,2137,N418,71,75,58,-6,-2,BWI,MHT,377,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1537,1535,1649,1650,WN,2319,N358,72,75,61,-1,2,BWI,MHT,377,3,8,0,,0,0,0,0,0,0
2007,1,2,2,2158,2150,2307,2305,WN,2499,N619SW,69,75,60,2,8,BWI,MHT,377,3,6,0,,0,0,0,0,0,0
2007,1,2,2,1017,1015,1132,1130,WN,2814,N781,75,75,58,2,2,BWI,MHT,377,3,14,0,,0,0,0,0,0,0
2007,1,2,2,1128,1120,1303,1315,WN,1393,N770,155,175,145,-12,8,BWI,MSY,998,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1632,1610,1932,1940,WN,192,N799,360,390,323,-8,22,BWI,OAK,2446,29,8,0,,0,0,0,0,0,0
2007,1,2,2,1634,1630,1721,1720,WN,278,N677AA,47,50,31,1,4,BWI,ORF,159,3,13,0,,0,0,0,0,0,0
2007,1,2,2,1006,1005,1047,1055,WN,1479,N753,41,50,30,-8,1,BWI,ORF,159,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1515,1415,1611,1505,WN,1500,N650SW,56,50,33,66,60,BWI,ORF,159,3,20,0,,0,0,0,6,0,60
2007,1,2,2,654,655,741,745,WN,2523,N676SW,47,50,31,-4,-1,BWI,ORF,159,3,13,0,,0,0,0,0,0,0
2007,1,2,2,2007,2000,2057,2050,WN,2561,N225,50,50,32,7,7,BWI,ORF,159,3,15,0,,0,0,0,0,0,0
2007,1,2,2,701,700,925,930,WN,510,N652SW,144,150,129,-5,1,BWI,PBI,883,5,10,0,,0,0,0,0,0,0
2007,1,2,2,1204,1205,1432,1440,WN,881,N678,148,155,135,-8,-1,BWI,PBI,883,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1729,1725,1952,2000,WN,1957,N324,143,155,129,-8,4,BWI,PBI,883,4,10,0,,0,0,0,0,0,0
2007,1,2,2,2114,2015,2333,2245,WN,2598,N395SW,139,150,128,48,59,BWI,PBI,883,3,8,0,,0,2,0,0,0,46
2007,1,2,2,954,945,1242,1305,WN,127,N746SW,288,320,270,-23,9,BWI,PHX,1999,8,10,0,,0,0,0,0,0,0
2007,1,2,2,2219,2010,55,2320,WN,394,N703SW,276,310,262,95,129,BWI,PHX,1999,3,11,0,,0,76,0,0,0,19
2007,1,2,2,1743,1740,2054,2100,WN,713,N798,311,320,264,-6,3,BWI,PHX,1999,38,9,0,,0,0,0,0,0,0
2007,1,2,2,1513,1450,1756,1800,WN,770,N782,283,310,267,-4,23,BWI,PHX,1999,4,12,0,,0,0,0,0,0,0
2007,1,2,2,814,815,1119,1130,WN,1517,N226,305,315,268,-11,-1,BWI,PHX,1999,28,9,0,,0,0,0,0,0,0
2007,1,2,2,706,705,815,815,WN,232,N697SW,69,70,49,0,1,BWI,PVD,328,2,18,0,,0,0,0,0,0,0
2007,1,2,2,803,805,903,910,WN,400,N742,60,65,49,-7,-2,BWI,PVD,328,2,9,0,,0,0,0,0,0,0
2007,1,2,2,2042,2035,2144,2140,WN,848,N767,62,65,50,4,7,BWI,PVD,328,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1522,1525,1621,1635,WN,1222,N204,59,70,49,-14,-3,BWI,PVD,328,2,8,0,,0,0,0,0,0,0
2007,1,2,2,2232,2145,2337,2250,WN,1960,N676SW,65,65,48,47,47,BWI,PVD,328,4,13,0,,0,0,0,0,0,47
2007,1,2,2,1714,1705,1823,1815,WN,2004,N394SW,69,70,54,8,9,BWI,PVD,328,4,11,0,,0,0,0,0,0,0
2007,1,2,2,956,950,1054,1055,WN,2203,N424,58,65,49,-1,6,BWI,PVD,328,2,7,0,,0,0,0,0,0,0
2007,1,2,2,1943,1925,2049,2030,WN,2219,N230,66,65,52,19,18,BWI,PVD,328,5,9,0,,0,0,0,1,0,18
2007,1,2,2,1822,1825,1930,1935,WN,2310,N639SW,68,70,52,-5,-3,BWI,PVD,328,5,11,0,,0,0,0,0,0,0
2007,1,2,2,1308,1310,1410,1415,WN,2323,N612SW,62,65,50,-5,-2,BWI,PVD,328,2,10,0,,0,0,0,0,0,0
2007,1,2,2,1148,1150,1248,1255,WN,2409,N256,60,65,48,-7,-2,BWI,PVD,328,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1420,1415,1520,1525,WN,2545,N403,60,70,46,-5,5,BWI,PVD,328,2,12,0,,0,0,0,0,0,0
2007,1,2,2,842,845,940,950,WN,95,N261,58,65,44,-10,-3,BWI,RDU,255,2,12,0,,0,0,0,0,0,0
2007,1,2,2,1429,1430,1528,1535,WN,478,N733SW,59,65,47,-7,-1,BWI,RDU,255,2,10,0,,0,0,0,0,0,0
2007,1,2,2,2201,2130,2259,2235,WN,1467,N448,58,65,47,24,31,BWI,RDU,255,2,9,0,,0,0,0,0,0,24
2007,1,2,2,659,700,759,805,WN,2099,N689SW,60,65,48,-6,-1,BWI,RDU,255,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1921,1900,2026,2005,WN,2171,N786,65,65,49,21,21,BWI,RDU,255,3,13,0,,0,2,0,0,0,19
2007,1,2,2,1242,1240,1339,1345,WN,2488,N358,57,65,44,-6,2,BWI,RDU,255,3,10,0,,0,0,0,0,0,0
2007,1,2,2,937,850,1230,1135,WN,520,N690SW,173,165,156,55,47,BWI,RSW,919,6,11,0,,0,0,0,55,0,0
2007,1,2,2,1408,1355,1652,1635,WN,1743,N600WN,164,160,143,17,13,BWI,RSW,919,6,15,0,,0,13,0,4,0,0
2007,1,2,2,2005,2000,2211,2250,WN,2349,N482,306,350,290,-39,5,BWI,SAN,2295,3,13,0,,0,0,0,0,0,0
2007,1,2,2,924,925,1139,1215,WN,2553,N775,315,350,301,-36,-1,BWI,SAN,2295,3,11,0,,0,0,0,0,0,0
2007,1,2,2,816,815,1052,1110,WN,711,N673,216,235,200,-18,1,BWI,SAT,1407,3,13,0,,0,0,0,0,0,0
2007,1,2,2,1407,1405,1641,1705,WN,961,N717SA,214,240,201,-24,2,BWI,SAT,1407,2,11,0,,0,0,0,0,0,0
2007,1,2,2,624,625,802,810,WN,276,N751,98,105,85,-8,-1,BWI,SDF,495,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1018,1015,1203,1200,WN,936,N653SW,105,105,85,3,3,BWI,SDF,495,5,15,0,,0,0,0,0,0,0
2007,1,2,2,1959,1955,2145,2140,WN,1056,N316SW,106,105,85,5,4,BWI,SDF,495,5,16,0,,0,0,0,0,0,0
2007,1,2,2,1329,1330,1509,1515,WN,2406,N222,100,105,85,-6,-1,BWI,SDF,495,5,10,0,,0,0,0,0,0,0
2007,1,2,2,1647,1625,1821,1810,WN,2541,N684,94,105,83,11,22,BWI,SDF,495,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1509,1500,1742,1755,WN,499,N254,273,295,256,-13,9,BWI,SLC,1864,3,14,0,,0,0,0,0,0,0
2007,1,2,2,653,650,811,810,WN,247,N320,138,140,120,1,3,BWI,STL,737,5,13,0,,0,0,0,0,0,0
2007,1,2,2,1523,1440,1642,1600,WN,291,N301SW,139,140,121,42,43,BWI,STL,737,3,15,0,,0,0,0,0,0,42
2007,1,2,2,1913,1910,2029,2030,WN,687,N313,136,140,121,-1,3,BWI,STL,737,2,13,0,,0,0,0,0,0,0
2007,1,2,2,1002,1005,1109,1125,WN,2043,N213,127,140,114,-16,-3,BWI,STL,737,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1627,1555,1848,1830,WN,256,N609SW,141,155,130,18,32,BWI,TPA,842,3,8,0,,0,18,0,0,0,0
2007,1,2,2,1220,1220,1441,1450,WN,495,N606SW,141,150,129,-9,0,BWI,TPA,842,3,9,0,,0,0,0,0,0,0
2007,1,2,2,826,825,1054,1055,WN,1065,N253,148,150,132,-1,1,BWI,TPA,842,6,10,0,,0,0,0,0,0,0
2007,1,2,2,1111,1050,1334,1320,WN,1712,N684,143,150,130,14,21,BWI,TPA,842,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1924,1910,2148,2140,WN,2138,N358,144,150,128,8,14,BWI,TPA,842,4,12,0,,0,0,0,0,0,0
2007,1,2,2,708,710,940,935,WN,2663,N728SW,152,145,130,5,-2,BWI,TPA,842,5,17,0,,0,0,0,0,0,0
2007,1,2,2,2202,2200,20,25,WN,2961,N465,138,145,124,-5,2,BWI,TPA,842,3,11,0,,0,0,0,0,0,0
2007,1,2,2,1952,1930,2017,2000,WN,284,N480,85,90,73,17,22,CLE,BNA,448,4,8,0,,0,0,0,0,0,17
2007,1,2,2,1830,1730,1853,1805,WN,453,N406,83,95,71,48,60,CLE,BNA,448,5,7,0,,0,3,0,0,0,45
2007,1,2,2,736,725,813,800,WN,513,N301SW,97,95,71,13,11,CLE,BNA,448,5,21,0,,0,0,0,0,0,0
2007,1,2,2,1146,1140,1215,1210,WN,2507,N664WN,89,90,76,5,6,CLE,BNA,448,5,8,0,,0,0,0,0,0,0
2007,1,2,2,629,630,742,740,WN,400,N742,73,70,57,2,-1,CLE,BWI,314,1,15,0,,0,0,0,0,0,0
2007,1,2,2,928,925,1028,1040,WN,494,N625SW,60,75,53,-12,3,CLE,BWI,314,3,4,0,,0,0,0,0,0,0
2007,1,2,2,2147,2120,2246,2230,WN,1362,N427,59,70,51,16,27,CLE,BWI,314,3,5,0,,0,2,0,0,0,14
2007,1,2,2,1250,1250,1350,1400,WN,1492,N621SW,60,70,50,-10,0,CLE,BWI,314,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1835,1820,1939,1935,WN,2561,N225,64,75,56,4,15,CLE,BWI,314,2,6,0,,0,0,0,0,0,0
2007,1,2,2,1509,1515,1609,1700,WN,566,N410,240,285,230,-51,-6,CLE,LAS,1825,4,6,0,,0,0,0,0,0,0
2007,1,2,2,845,845,851,900,WN,259,N740,66,75,54,-9,0,CLE,MDW,307,5,7,0,,0,0,0,0,0,0
2007,1,2,2,1742,1650,1750,1710,WN,313,N690SW,68,80,56,40,52,CLE,MDW,307,3,9,0,,0,0,0,0,0,40
2007,1,2,2,1431,1430,1440,1440,WN,559,N741,69,70,56,0,1,CLE,MDW,307,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1912,1915,1931,1935,WN,791,N770,79,80,57,-4,-3,CLE,MDW,307,8,14,0,,0,0,0,0,0,0
2007,1,2,2,704,705,715,720,WN,1006,N785,71,75,53,-5,-1,CLE,MDW,307,5,13,0,,0,0,0,0,0,0
2007,1,2,2,1028,1025,1039,1040,WN,1098,N414,71,75,54,-1,3,CLE,MDW,307,5,12,0,,0,0,0,0,0,0
2007,1,2,2,1302,1300,1303,1315,WN,2123,N795,61,75,52,-12,2,CLE,MDW,307,5,4,0,,0,0,0,0,0,0
2007,1,2,2,2241,2110,2249,2125,WN,2745,N321,68,75,55,84,91,CLE,MDW,307,4,9,0,,0,0,0,0,0,84
2007,1,2,2,941,935,1148,1220,WN,1330,N793,247,285,235,-32,6,CLE,PHX,1737,5,7,0,,0,0,0,0,0,0
2007,1,2,2,803,805,836,845,WN,605,N345,93,100,78,-9,-2,CLE,STL,487,4,11,0,,0,0,0,0,0,0
2007,1,2,2,1547,1530,1614,1615,WN,2711,N470,87,105,77,-1,17,CLE,STL,487,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1942,1925,1945,1940,WN,1023,N367,63,75,52,5,17,CMH,BNA,338,4,7,0,,0,0,0,0,0,0
2007,1,2,2,831,835,844,850,WN,2525,N613SW,73,75,59,-6,-4,CMH,BNA,338,7,7,0,,0,0,0,0,0,0
2007,1,2,2,1724,1700,1828,1810,WN,522,N611SW,64,70,53,18,24,CMH,BWI,336,4,7,0,,0,2,0,0,0,16
2007,1,2,2,615,615,717,725,WN,527,N492,62,70,50,-8,0,CMH,BWI,336,2,10,0,,0,0,0,0,0,0
2007,1,2,2,1154,1155,1256,1300,WN,715,N222,62,65,50,-4,-1,CMH,BWI,336,4,8,0,,0,0,0,0,0,0
2007,1,2,2,2131,2100,2238,2205,WN,849,N625SW,67,65,55,33,31,CMH,BWI,336,3,9,0,,0,0,0,2,0,31
2007,1,2,2,930,915,1033,1025,WN,1712,N684,63,70,52,8,15,CMH,BWI,336,4,7,0,,0,0,0,0,0,0
2007,1,2,2,743,745,849,920,WN,764,N489,246,275,235,-31,-2,CMH,LAS,1772,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1652,1630,1750,1805,WN,1999,N333,238,275,229,-15,22,CMH,LAS,1772,3,6,0,,0,0,0,0,0,0
2007,1,2,2,1257,1245,1509,1455,WN,813,N625SW,132,130,117,14,12,CMH,MCO,802,8,7,0,,0,0,0,0,0,0
2007,1,2,2,724,725,926,935,WN,1754,N258,122,130,111,-9,-1,CMH,MCO,802,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1131,1125,1133,1130,WN,296,N725,62,65,52,3,6,CMH,MDW,284,4,6,0,,0,0,0,0,0,0
2007,1,2,2,1448,1415,1457,1425,WN,538,N339,69,70,50,32,33,CMH,MDW,284,4,15,0,,0,5,0,0,0,27
2007,1,2,2,711,710,712,715,WN,658,N444,61,65,49,-3,1,CMH,MDW,284,5,7,0,,0,0,0,0,0,0
